RecNum,EQID,EQName,Year,MoDay,StationName,StaSeqNum,StaID,M,Dip,Rake,Ztor,W,Rjb,Rrup,Azimuth,Vs30,VsFlag,Z1.0,Z1.5,Z2.5,PGA,PGV,PGD,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.075S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.750S,T1.000S,T1.500S,T2.000S,T3.000S,T4.000S,T5.000S,T7.500S,T10.000S
1437,137,"Chi-Chi, Taiwan",1999,920,TAP053,970,99999,7.62,30,55,0,40.21591,90.34,92.42,24.47,473.9,0,NA,NA,NA,0.08414496,12.0084,10.532,0.08418935,0.08439238,0.08475009,0.08575328,0.08529846,0.08751641,0.09475102,0.114535,0.144884,0.23855,0.247252,0.27606,0.213724,0.182973,0.134388,0.06757487,0.04918725,0.02139013,0.0176493,0.01487439,0.01324726,0.0096001
1438,137,"Chi-Chi, Taiwan",1999,920,TAP059,971,99999,7.62,30,55,0,40.21591,117.61,119.3,23.15,553.4,0,NA,NA,NA,0.03447828,7.15515,6.38622,0.0344822,0.0345296,0.03460732,0.03477398,0.03499407,0.03567301,0.0367016,0.04170823,0.05754584,0.109303,0.07539412,0.0884655,0.08280787,0.056574,0.05413617,0.05545842,0.03730451,0.02198918,0.02218388,0.01462176,0.008923776,0.006369108
1439,137,"Chi-Chi, Taiwan",1999,920,TAP060,972,99999,7.62,30,55,0,40.21591,119.49,121.15,24.37,553.4,0,NA,NA,NA,0.03399702,10.7164,7.55531,0.0339992,0.03405869,0.03414831,0.03434494,0.03445865,0.03536097,0.03610527,0.04435828,0.05456396,0.07663512,0.06939583,0.07796355,0.05270071,0.08031131,0.0538945,0.06780129,0.06074777,0.03129161,0.02497916,0.01345747,0.008071264,0.006636702
1440,137,"Chi-Chi, Taiwan",1999,920,TAP065,973,99999,7.62,30,55,0,40.21591,120.84,122.48,26.01,1023.45,1,9,30.7,NA,0.03341273,8.52787,6.64762,0.03341454,0.03344974,0.033507,0.03360506,0.03364063,0.03410013,0.03545876,0.0450559,0.04717179,0.05196973,0.04782137,0.05250132,0.06470606,0.06482134,0.06386743,0.05851141,0.06758149,0.02984641,0.02512819,0.01367856,0.008435354,0.005797397
1441,137,"Chi-Chi, Taiwan",1999,920,TAP066,974,99999,7.62,30,55,0,40.21591,114.15,115.34,16.15,662.78,1,NA,NA,NA,0.05718406,10.7684,11.2237,0.05719333,0.05727823,0.0574111,0.05758129,0.05779956,0.0586442,0.05958788,0.06922543,0.08970165,0.108715,0.112371,0.08843281,0.09488132,0.104841,0.180052,0.06714009,0.04205936,0.02449325,0.02673831,0.0187851,0.01303056,0.00854705
1442,137,"Chi-Chi, Taiwan",1999,920,TAP067,975,99999,7.62,30,55,0,40.21591,95.31,97.39,26.17,553.4,0,NA,NA,NA,0.03872693,11.0762,10.0939,0.03874422,0.0387764,0.03886383,0.03901764,0.03895982,0.03949339,0.04087628,0.0473607,0.04772638,0.07733896,0.09198853,0.119385,0.119019,0.09428928,0.09504621,0.04957265,0.05103981,0.04130312,0.02896081,0.02689289,0.01434136,0.008996022
1443,137,"Chi-Chi, Taiwan",1999,920,TAP069,976,99999,7.62,30,55,0,40.21591,121.94,123.57,37.06,553.4,0,NA,NA,NA,0.02894379,5.78301,6.05697,0.0289517,0.02898876,0.02905306,0.02918477,0.02930488,0.02977626,0.02942953,0.03829188,0.03593077,0.04953005,0.04839657,0.04830562,0.05984176,0.07366081,0.06748387,0.03542241,0.02138677,0.01709919,0.01301889,0.01160041,0.008503001,0.008297414
1444,137,"Chi-Chi, Taiwan",1999,920,TAP072,977,99999,7.62,30,55,0,40.21591,99.76,101.74,28.24,553.4,0,NA,NA,NA,0.03941896,9.45257,7.19617,0.03943781,0.03953907,0.03974466,0.0396218,0.04037136,0.04467303,0.05337843,0.0543314,0.05784909,0.09220532,0.105323,0.101478,0.101307,0.09127685,0.0836499,0.04419161,0.02756226,0.02444709,0.01874022,0.02006676,0.01245208,0.007304766
1445,137,"Chi-Chi, Taiwan",1999,920,TAP075,978,99999,7.62,30,55,0,40.21591,107.42,109.27,29.27,553.4,0,NA,NA,NA,0.06319158,10.0474,9.12469,0.0632486,0.06336665,0.06362463,0.06437315,0.06498087,0.06974607,0.07349671,0.09435933,0.107209,0.16279,0.14722,0.12427,0.136788,0.119037,0.164553,0.06791315,0.05819423,0.03288759,0.02486252,0.01807006,0.01191978,0.007233251
1446,137,"Chi-Chi, Taiwan",1999,920,TAP077,979,99999,7.62,30,55,0,40.21591,117.31,119,31.3,1022.77,1,2,NA,NA,0.03470692,10.393,7.94726,0.03471525,0.03476495,0.03478201,0.03491055,0.03526927,0.03602275,0.03772412,0.03859726,0.05181086,0.05608974,0.0677302,0.05444148,0.09042057,0.107063,0.112561,0.06134767,0.03918759,0.0353268,0.02513745,0.01682251,0.01030425,0.007959713
1447,137,"Chi-Chi, Taiwan",1999,920,TAP078,980,99999,7.62,30,55,0,40.21591,118.3,119.97,32.39,553.4,0,NA,NA,NA,0.04256662,7.79765,7.71292,0.04258682,0.04263921,0.04273824,0.04327542,0.04352226,0.04597993,0.05381635,0.05149427,0.06536035,0.07336702,0.08796966,0.101249,0.07509433,0.08183332,0.08548758,0.06077845,0.03562608,0.02944816,0.02426749,0.01962237,0.009851595,0.007160201
1448,137,"Chi-Chi, Taiwan",1999,920,TAP079,981,99999,7.62,30,55,0,40.21591,117.67,119.36,34.5,553.4,0,NA,NA,NA,0.02424433,6.94009,6.90322,0.02425033,0.02427711,0.02432819,0.02437324,0.02439562,0.02505748,0.02635811,0.02999297,0.03644414,0.03786184,0.04134997,0.06666092,0.06245223,0.0582756,0.0563502,0.0540713,0.02446967,0.01644816,0.01546981,0.0149602,0.009373058,0.006626632
1449,137,"Chi-Chi, Taiwan",1999,920,TAP081,982,99999,7.62,30,55,0,40.21591,122.24,123.86,36.51,553.4,0,NA,NA,NA,0.0256003,6.72894,6.85459,0.02561095,0.02570103,0.02573353,0.02593901,0.02612799,0.0260703,0.02783169,0.03002943,0.03350459,0.03910102,0.05473952,0.05975796,0.07150775,0.06713618,0.06320881,0.03618127,0.02248251,0.01763021,0.01534545,0.01253263,0.009823509,0.008533674
1450,137,"Chi-Chi, Taiwan",1999,920,TAP083,983,99999,7.62,30,55,0,40.21591,120.91,121.7,12.96,272.6,0,NA,NA,NA,0.04495864,13.5125,16.063,0.04499029,0.04522372,0.04681471,0.04801213,0.05891986,0.04645755,0.04806467,0.06000502,0.08158615,0.0908656,0.08123809,0.09427734,0.07823649,0.09753621,0.105991,0.08315931,0.06879529,0.04957192,0.03203191,0.02771733,0.01919753,0.01792411
1451,137,"Chi-Chi, Taiwan",1999,920,TAP084,984,99999,7.62,30,55,0,40.21591,122.14,123.71,19,224.22,1,NA,NA,NA,0.03282327,7.5,7.06991,0.03283397,0.03288138,0.03299444,0.03302232,0.03314375,0.03336132,0.03571704,0.03988181,0.05451456,0.05264051,0.04640857,0.05409,0.06947701,0.111176,0.113239,0.04404723,0.02438978,0.0152074,0.01387426,0.01233451,0.006786023,0.004189463
1452,137,"Chi-Chi, Taiwan",1999,920,TAP086,985,99999,7.62,30,55,0,40.21591,92.01,94.16,26.91,473.9,0,NA,NA,NA,0.04248914,8.02257,8.07121,0.04250408,0.04257291,0.04270769,0.04292339,0.0430805,0.04445544,0.04544119,0.05384006,0.06609301,0.08803122,0.116451,0.119653,0.116921,0.09478894,0.06858063,0.04613236,0.02844778,0.01823646,0.01902464,0.01740384,0.01320214,0.008299338
1453,137,"Chi-Chi, Taiwan",1999,920,TAP087,986,99999,7.62,30,55,0,40.21591,101.7,102.56,14.63,473.9,0,NA,NA,NA,0.06635981,15.6369,20.0111,0.06637725,0.06650098,0.06669215,0.06706861,0.06753119,0.06990353,0.07237981,0.07851005,0.09435733,0.111446,0.137848,0.14195,0.110712,0.120087,0.15687,0.09553103,0.07629991,0.08036373,0.05741999,0.03669119,0.0172319,0.01472904
1454,137,"Chi-Chi, Taiwan",1999,920,TAP090,987,99999,7.62,30,55,0,40.21591,103.65,105.56,23.55,324.38,1,NA,NA,NA,0.102776,22.7561,11.5689,0.102791,0.102853,0.103183,0.103375,0.103084,0.105292,0.113246,0.128041,0.117514,0.160474,0.187738,0.20093,0.234148,0.296993,0.2904,0.15288,0.126717,0.04477602,0.03218602,0.01975895,0.01112009,0.007265205
1455,137,"Chi-Chi, Taiwan",1999,920,TAP094,988,99999,7.62,30,55,0,40.21591,107.88,108.96,15.81,375.3,0,NA,NA,NA,0.077155,18.0312,12.366,0.0771746,0.0772655,0.07738787,0.07785911,0.07827079,0.07920484,0.08086683,0.08403466,0.100991,0.111998,0.128893,0.12609,0.154508,0.161763,0.243804,0.148294,0.132792,0.05910262,0.0464457,0.03067461,0.01116998,0.008328484
1456,137,"Chi-Chi, Taiwan",1999,920,TAP095,989,99999,7.62,30,55,0,40.21591,107.81,109.01,16.65,215,0,NA,NA,NA,0.131333,19.9284,9.04304,0.131667,0.140723,0.147677,0.136954,0.135694,0.139901,0.143189,0.162634,0.190571,0.243013,0.275033,0.220358,0.312516,0.383211,0.379144,0.151287,0.08761957,0.0524686,0.03335357,0.01826634,0.0103993,0.007915721
1457,137,"Chi-Chi, Taiwan",1999,920,TAP097,990,99999,7.62,30,55,0,40.21591,97.27,99.17,22.48,215,0,NA,NA,NA,0.07433064,17.2938,12.7858,0.07433689,0.07438716,0.07476788,0.07506308,0.07490631,0.07534652,0.07618936,0.08100896,0.09365624,0.108071,0.09690908,0.153629,0.174469,0.166167,0.232544,0.154033,0.09714077,0.03703704,0.03220261,0.02282764,0.01505384,0.008948852
1458,137,"Chi-Chi, Taiwan",1999,920,TAP098,991,99999,7.62,30,55,0,40.21591,106.11,107.75,19.72,473.9,0,NA,NA,NA,0.05770752,10.5376,9.03626,0.0577113,0.05786918,0.05803625,0.05790107,0.05853666,0.06020031,0.06080262,0.0751862,0.09623575,0.116124,0.133864,0.114878,0.123253,0.15275,0.147124,0.0503048,0.0392795,0.03566338,0.03034354,0.01511339,0.01207526,0.008321777
1459,137,"Chi-Chi, Taiwan",1999,920,TAP100,992,99999,7.62,30,55,0,40.21591,98.33,100.13,21.46,215,0,NA,NA,NA,0.07497513,14.9853,13.4608,0.07498253,0.07502858,0.07514901,0.07545901,0.07532805,0.07733808,0.07909658,0.09792946,0.128717,0.130175,0.144266,0.151716,0.209693,0.195165,0.228793,0.152595,0.105372,0.05211387,0.0478382,0.02779036,0.01486093,0.008458572
1460,137,"Chi-Chi, Taiwan",1999,920,TAP103,993,99999,7.62,30,55,0,40.21591,114.28,116.02,29.25,429.49,1,NA,NA,NA,0.145727,19.8021,8.67749,0.145753,0.145868,0.1461,0.146446,0.146463,0.148678,0.149741,0.156857,0.179917,0.19087,0.16971,0.220068,0.350617,0.41986,0.368402,0.128526,0.108561,0.04163984,0.03207942,0.02286848,0.01237391,0.007525875
1461,137,"Chi-Chi, Taiwan",1999,920,TAW,994,9999917,7.62,30,55,0,40.21591,121.45,123.09,134.75,473.9,0,NA,NA,NA,0.005584934,0.981146,0.248364,0.00558524,0.005592449,0.005605573,0.005663997,0.005730495,0.005886795,0.006324802,0.006656535,0.009418068,0.01104453,0.01032197,0.01098162,0.01451911,0.0126341,0.01620656,0.01003598,0.006637265,0.002199607,0.001695294,0.000841182,0.000255514,0.000115259
1462,137,"Chi-Chi, Taiwan",1999,920,TCU,995,9999917,7.62,30,55,0,40.21591,5.18,5.18,-90,472.81,1,NA,NA,NA,0.195575,39.8186,31.8829,0.195621,0.19593,0.196471,0.197258,0.199883,0.20361,0.238816,0.340236,0.377384,0.45802,0.520273,0.567429,0.515948,0.409426,0.356679,0.300072,0.206474,0.15115,0.110499,0.09052924,0.05627619,0.03344839
1463,137,"Chi-Chi, Taiwan",1999,920,TCU003,996,99999,7.62,30,55,0,40.21591,86.57,86.57,1.16,517.33,1,NA,NA,NA,0.06165007,31.9157,27.8423,0.06165505,0.06170307,0.06177986,0.06216118,0.06220517,0.06612404,0.0712907,0.08274768,0.07800003,0.109919,0.09670261,0.112649,0.163394,0.145254,0.166652,0.133002,0.08359621,0.08346362,0.06616424,0.06339752,0.06045492,0.03152359
1464,137,"Chi-Chi, Taiwan",1999,920,TCU006,997,99999,7.62,30,55,0,40.21591,72.52,72.61,5.7,473.9,0,NA,NA,NA,0.07368597,28.0393,27.7714,0.07373328,0.07390647,0.07421898,0.07514116,0.07540742,0.08084772,0.09356901,0.111054,0.135692,0.188993,0.218716,0.221822,0.170957,0.15395,0.150745,0.12069,0.137094,0.08057093,0.06218643,0.07536159,0.05654966,0.02704997
1465,137,"Chi-Chi, Taiwan",1999,920,TCU007,998,99999,7.62,30,55,0,40.21591,87.63,88.2,12.85,473.9,0,NA,NA,NA,0.06457297,20.1901,28.6789,0.06459441,0.0647113,0.0648954,0.0651434,0.06578036,0.06837191,0.07474619,0.09687302,0.09708883,0.13662,0.164459,0.153433,0.170752,0.16342,0.162224,0.13104,0.108982,0.08596569,0.05702139,0.03901324,0.03577593,0.02808819
1466,137,"Chi-Chi, Taiwan",1999,920,TCU008,999,99999,7.62,30,55,0,40.21591,84.95,85.09,6.63,473.9,0,NA,NA,NA,0.07217119,24.6482,31.891,0.07220062,0.07228775,0.07226462,0.07278386,0.07342739,0.07429013,0.07898384,0.111269,0.163943,0.185759,0.166956,0.166225,0.18722,0.193285,0.16199,0.09014608,0.103345,0.06388828,0.07346995,0.08302559,0.05725792,0.03844545
1467,137,"Chi-Chi, Taiwan",1999,920,TCU009,1000,99999,7.62,30,55,0,40.21591,80.83,81.08,9,460.1,1,NA,NA,NA,0.06859769,24.5106,32.0251,0.06862004,0.06867056,0.06894392,0.06944519,0.06891726,0.07051187,0.07410884,0.08047584,0.09209754,0.09787306,0.0894867,0.133106,0.152328,0.184629,0.164471,0.105177,0.132307,0.07723509,0.08131392,0.08631346,0.0553488,0.0316316
1468,137,"Chi-Chi, Taiwan",1999,920,TCU010,1001,99999,7.62,30,55,0,40.21591,82.23,82.27,3.6,473.9,0,NA,NA,NA,0.08500747,28.5612,37.6746,0.08504128,0.08524635,0.08561535,0.08615161,0.08732312,0.0904813,0.09595467,0.135097,0.137956,0.16752,0.215658,0.193521,0.192069,0.185041,0.182338,0.134016,0.118359,0.09683109,0.07251418,0.08265527,0.06834897,0.04391179
1469,137,"Chi-Chi, Taiwan",1999,920,TCU011,1002,99999,7.62,30,55,0,40.21591,74.41,75.17,15.99,375.3,0,NA,NA,NA,0.06823794,20.3206,22.8953,0.06824923,0.06832634,0.06840824,0.06890695,0.06922209,0.07192475,0.07586537,0.08648165,0.110637,0.144898,0.129946,0.134571,0.128636,0.124521,0.205679,0.162862,0.140955,0.05921468,0.04446686,0.03926461,0.03075041,0.02094724
1470,137,"Chi-Chi, Taiwan",1999,920,TCU014,1003,99999,7.62,30,55,0,40.21591,92.26,92.7,11.11,272.6,0,NA,NA,NA,0.06812527,18.8641,23.0582,0.06816829,0.06830797,0.0688416,0.06861648,0.06974643,0.07177702,0.0797777,0.104285,0.157229,0.19425,0.170214,0.169269,0.159157,0.167011,0.120249,0.123055,0.102242,0.04751852,0.05343335,0.03811898,0.03161214,0.02267692
1471,137,"Chi-Chi, Taiwan",1999,920,TCU015,1004,99999,7.62,30,55,0,40.21591,49.81,49.81,-7.66,426,1,NA,NA,NA,0.112542,37.4659,31.5772,0.112711,0.113877,0.114569,0.120809,0.121626,0.160965,0.182976,0.226199,0.230889,0.251609,0.323579,0.243198,0.300135,0.233927,0.202137,0.140209,0.126611,0.07582947,0.09004156,0.07133526,0.0577621,0.03408047
1472,137,"Chi-Chi, Taiwan",1999,920,TCU017,1005,99999,7.62,30,55,0,40.21591,54.28,54.28,-0.66,558.76,1,NA,NA,NA,0.09595842,34.5772,33.5914,0.09600978,0.09617709,0.09664956,0.09721647,0.09947479,0.113004,0.121524,0.135584,0.123237,0.171333,0.18053,0.180714,0.204388,0.208773,0.229966,0.208952,0.213411,0.07301242,0.07662915,0.07476559,0.05744595,0.02641225
1473,137,"Chi-Chi, Taiwan",1999,920,TCU018,1006,99999,7.62,30,55,0,40.21591,66.25,66.25,0.13,473.9,0,NA,NA,NA,0.05568179,27.0764,36.4994,0.05571128,0.0558182,0.05609592,0.05609507,0.05690408,0.06284826,0.07524613,0.07138143,0.07353616,0.09074011,0.111373,0.128512,0.139445,0.09970041,0.104867,0.109544,0.102029,0.06221232,0.06690608,0.06443296,0.06695482,0.03412421
1474,137,"Chi-Chi, Taiwan",1999,920,TCU025,1007,99999,7.62,30,55,0,40.21591,52.18,52.98,19.28,553.4,0,NA,NA,NA,0.06747264,12.7424,14.4904,0.06751154,0.06827068,0.06861325,0.06913641,0.0709215,0.0773106,0.08905433,0.167003,0.208455,0.213236,0.196517,0.117157,0.122807,0.124398,0.07492107,0.05878245,0.03607021,0.02611838,0.02515763,0.02689232,0.02377413,0.01431083
1475,137,"Chi-Chi, Taiwan",1999,920,TCU026,1008,99999,7.62,30,55,0,40.21591,56.03,56.12,6.17,473.9,0,NA,NA,NA,0.101436,31.8906,33.9759,0.10154,0.101939,0.104698,0.104718,0.110472,0.138882,0.154226,0.229565,0.257114,0.201289,0.193309,0.170593,0.185378,0.252647,0.160361,0.116382,0.11273,0.08691556,0.0518797,0.05456225,0.05261923,0.02957306
1476,137,"Chi-Chi, Taiwan",1999,920,TCU029,1009,99999,7.62,30,55,0,40.21591,28.05,28.05,-37.28,473.9,0,NA,NA,NA,0.177068,48.9322,42.662,0.177341,0.179046,0.184165,0.182513,0.193633,0.224892,0.279747,0.383297,0.583249,0.340215,0.2943,0.287582,0.354366,0.290308,0.25369,0.116856,0.113006,0.128721,0.181158,0.149892,0.08440354,0.04245515
1477,137,"Chi-Chi, Taiwan",1999,920,TCU031,1010,99999,7.62,30,55,0,40.21591,30.18,30.18,-45.94,489.22,1,NA,NA,NA,0.13071,52.8834,43.4795,0.130758,0.131094,0.131628,0.133202,0.131937,0.136231,0.149263,0.231429,0.269713,0.275458,0.28309,0.240964,0.232313,0.209336,0.220284,0.138078,0.163063,0.200287,0.171928,0.149296,0.08141987,0.04766878
1478,137,"Chi-Chi, Taiwan",1999,920,TCU033,1011,99999,7.62,30,55,0,40.21591,40.89,40.89,-15.42,423.4,1,NA,NA,NA,0.181743,37.3363,36.1317,0.181772,0.182683,0.18316,0.184924,0.187049,0.222898,0.263323,0.372515,0.532082,0.494676,0.489268,0.359222,0.441369,0.2767,0.202121,0.197925,0.203424,0.102648,0.106087,0.08392945,0.06435435,0.03851281
1479,137,"Chi-Chi, Taiwan",1999,920,TCU034,1012,99999,7.62,30,55,0,40.21591,35.69,35.69,-15.74,393.77,1,NA,NA,NA,0.199078,38.0356,28.3393,0.199234,0.200935,0.205398,0.207184,0.201588,0.253371,0.241906,0.297875,0.316999,0.331968,0.414771,0.68979,0.619426,0.300319,0.221631,0.202397,0.187929,0.0988082,0.0847255,0.09179901,0.05503692,0.03111492
1480,137,"Chi-Chi, Taiwan",1999,920,TCU036,1013,99999,7.62,30,55,0,40.21591,19.84,19.84,-48.34,272.6,0,NA,NA,NA,0.134459,52.0284,55.5974,0.1345,0.134681,0.135964,0.137961,0.138148,0.146731,0.164244,0.205388,0.285968,0.307304,0.440107,0.302209,0.317174,0.393624,0.287189,0.185489,0.150356,0.131657,0.173522,0.12792,0.08875626,0.04420377
1481,137,"Chi-Chi, Taiwan",1999,920,TCU038,1014,99999,7.62,30,55,0,40.21591,25.44,25.44,-52.25,272.6,0,NA,NA,NA,0.149415,44.1114,46.8148,0.149578,0.149772,0.152467,0.157041,0.152267,0.161608,0.173871,0.198873,0.305899,0.423127,0.405452,0.496608,0.406479,0.419852,0.322261,0.189807,0.164281,0.123639,0.114778,0.110166,0.08425853,0.04914275
1482,137,"Chi-Chi, Taiwan",1999,920,TCU039,1015,99999,7.62,30,55,0,40.21591,19.9,19.9,-34.32,540.66,1,NA,NA,NA,0.186225,55.1052,61.3682,0.186295,0.187227,0.18945,0.190572,0.192356,0.279784,0.30092,0.299494,0.329266,0.303729,0.390922,0.303284,0.367196,0.322457,0.281357,0.261806,0.263363,0.169096,0.146201,0.131436,0.122441,0.05779077
1483,137,"Chi-Chi, Taiwan",1999,920,TCU040,1016,99999,7.62,30,55,0,40.21591,22.08,22.08,-61.05,362.03,1,NA,NA,NA,0.126772,51.3137,54.6428,0.12688,0.127093,0.128732,0.132516,0.130256,0.149692,0.149232,0.181953,0.207396,0.224171,0.326972,0.388534,0.350407,0.252628,0.232317,0.140763,0.114686,0.148253,0.130805,0.131938,0.08243167,0.04051881
1484,137,"Chi-Chi, Taiwan",1999,920,TCU042,1017,99999,7.62,30,55,0,40.21591,26.32,26.32,-25.27,272.6,0,NA,NA,NA,0.212486,41.7887,34.1819,0.212614,0.213761,0.216877,0.216076,0.227311,0.223442,0.262808,0.28002,0.443025,0.70871,0.633114,0.547987,0.395336,0.403912,0.272801,0.210892,0.1655,0.124116,0.109949,0.12995,0.07273214,0.03621493
1485,137,"Chi-Chi, Taiwan",1999,920,TCU045,1018,99999,7.62,30,55,0,40.21591,26,26,-1.39,704.64,1,22,NA,NA,0.472997,38.8888,25.5212,0.476015,0.533468,0.597537,0.612185,0.538117,0.597143,0.594763,0.69698,0.904558,0.919296,0.987924,1.17585,1.09719,0.549957,0.347653,0.160566,0.139696,0.05493988,0.04134823,0.04355628,0.04294707,0.02316915
1486,137,"Chi-Chi, Taiwan",1999,920,TCU046,1019,99999,7.62,30,55,0,40.21591,16.74,16.74,-12.46,465.55,1,NA,NA,NA,0.122673,35.0193,29.8437,0.12275,0.123432,0.125729,0.127493,0.130822,0.154449,0.177195,0.287151,0.439199,0.401018,0.418511,0.266285,0.225108,0.204632,0.171335,0.108823,0.0958039,0.07908507,0.09415175,0.08412994,0.04801733,0.02423994
1487,137,"Chi-Chi, Taiwan",1999,920,TCU047,1020,99999,7.62,30,55,0,40.21591,35,35,-1.83,520.37,1,NA,NA,NA,0.364332,38.1236,36.4212,0.366124,0.381244,0.435136,0.499194,0.545814,0.529524,0.762654,0.855518,0.736503,0.625413,0.733246,0.833692,0.73839,0.635479,0.536807,0.183954,0.138782,0.09689543,0.05858748,0.04463781,0.05127942,0.030217
1488,137,"Chi-Chi, Taiwan",1999,920,TCU048,1021,99999,7.62,30,55,0,40.21591,13.55,13.55,-90,551.21,1,NA,NA,NA,0.139592,39.9413,50.2268,0.139809,0.140987,0.141981,0.148774,0.17435,0.253024,0.314052,0.223536,0.226391,0.259828,0.237238,0.228709,0.25414,0.241583,0.23649,0.180822,0.125191,0.12871,0.142284,0.159356,0.07205893,0.04873087
1489,137,"Chi-Chi, Taiwan",1999,920,TCU049,1022,99999,7.62,30,55,0,40.21591,3.78,3.78,-90,487.27,1,NA,NA,NA,0.271005,54.1771,57.8936,0.271125,0.276919,0.283925,0.286089,0.311013,0.397701,0.400944,0.657263,0.659779,0.670871,0.501784,0.478284,0.531615,0.432556,0.368329,0.204181,0.137468,0.136093,0.112895,0.08569653,0.07048585,0.05788577
1490,137,"Chi-Chi, Taiwan",1999,920,TCU050,1023,99999,7.62,30,55,0,40.21591,9.51,9.51,-90,272.6,0,NA,NA,NA,0.138291,39.5623,53.3682,0.13851,0.139327,0.139707,0.143069,0.141451,0.158103,0.190145,0.259069,0.33941,0.403801,0.352981,0.362583,0.374047,0.345214,0.229045,0.140951,0.138078,0.107647,0.09619173,0.11086,0.06817999,0.05546945
1491,137,"Chi-Chi, Taiwan",1999,920,TCU051,1024,99999,7.62,30,55,0,40.21591,7.66,7.66,-90,272.6,0,NA,NA,NA,0.208512,41.1996,59.1885,0.208611,0.209888,0.212465,0.2304,0.241541,0.246307,0.337848,0.446981,0.561376,0.559545,0.462645,0.364482,0.466184,0.323146,0.291418,0.24847,0.177126,0.126738,0.09603964,0.08797378,0.0827256,0.0529811
1492,137,"Chi-Chi, Taiwan",1999,920,TCU052,1025,99999,7.62,30,55,0,40.21591,0,0.66,90,579.1,1,NA,NA,NA,0.347348,131.946,183.199,0.347377,0.350108,0.354806,0.36017,0.362987,0.387825,0.403355,0.465382,0.518761,0.611054,0.501304,0.618639,0.614014,0.590246,0.900398,0.782871,0.728884,0.439069,0.259439,0.268967,0.223866,0.138163
1493,137,"Chi-Chi, Taiwan",1999,920,TCU053,1026,99999,7.62,30,55,0,40.21591,5.97,5.97,-90,454.55,1,NA,NA,NA,0.181352,42.4217,52.4255,0.18142,0.183762,0.190958,0.199839,0.205111,0.240824,0.294972,0.304899,0.315679,0.421536,0.461865,0.445785,0.481803,0.337619,0.248021,0.160465,0.123072,0.125261,0.08634083,0.07497714,0.06119692,0.05594621
1494,137,"Chi-Chi, Taiwan",1999,920,TCU054,1027,99999,7.62,30,55,0,40.21591,5.3,5.3,-90,460.69,1,NA,NA,NA,0.175828,48.8946,56.1295,0.175967,0.177984,0.179105,0.191198,0.195729,0.263534,0.258078,0.29518,0.273285,0.336402,0.364475,0.449637,0.379719,0.346282,0.321182,0.23933,0.179818,0.133678,0.108142,0.100678,0.07250234,0.05827225
1495,137,"Chi-Chi, Taiwan",1999,920,TCU055,1028,99999,7.62,30,55,0,40.21591,6.36,6.36,-90,272.6,0,NA,NA,NA,0.218769,36.8733,22.0243,0.218981,0.220318,0.225015,0.238417,0.248492,0.279447,0.334586,0.457343,0.526063,0.552691,0.548805,0.577329,0.601081,0.405701,0.307784,0.294297,0.205637,0.154468,0.123839,0.07841145,0.0387851,0.0172713
1496,137,"Chi-Chi, Taiwan",1999,920,TCU056,1029,99999,7.62,30,55,0,40.21591,10.5,10.5,-90,272.6,0,NA,NA,NA,0.143105,41.3437,52.8109,0.143358,0.144078,0.145748,0.145761,0.154286,0.165824,0.21833,0.27652,0.280145,0.323538,0.348357,0.384145,0.415533,0.305013,0.27719,0.203656,0.161426,0.115221,0.08796045,0.100412,0.07916959,0.04900598
1497,137,"Chi-Chi, Taiwan",1999,920,TCU057,1030,99999,7.62,30,55,0,40.21591,11.84,11.84,-90,473.9,0,NA,NA,NA,0.114998,38.0516,53.3729,0.115094,0.115308,0.140534,0.11754,0.119113,0.124879,0.126967,0.153577,0.218119,0.226847,0.338274,0.31158,0.317278,0.286084,0.234231,0.193639,0.149111,0.134306,0.106919,0.09696275,0.06902007,0.04655085
1498,137,"Chi-Chi, Taiwan",1999,920,TCU059,1031,99999,7.62,30,55,0,40.21591,17.13,17.13,-77.6,272.6,0,NA,NA,NA,0.159477,58.5413,58.5062,0.159483,0.159552,0.159862,0.160743,0.160099,0.160476,0.170509,0.178556,0.219567,0.299479,0.375188,0.507026,0.395238,0.344711,0.441336,0.334789,0.216546,0.17117,0.119522,0.172139,0.108777,0.06141238
1499,137,"Chi-Chi, Taiwan",1999,920,TCU060,1032,99999,7.62,30,55,0,40.21591,8.53,8.53,-90,272.6,0,NA,NA,NA,0.151206,36.4067,52.3923,0.151269,0.151662,0.153279,0.155174,0.157937,0.178233,0.223767,0.273839,0.320994,0.353588,0.405495,0.296498,0.347027,0.2658,0.205672,0.14097,0.09757407,0.09809017,0.08267334,0.09506469,0.0659489,0.04911014
1500,137,"Chi-Chi, Taiwan",1999,920,TCU061,1033,99999,7.62,30,55,0,40.21591,17.19,17.19,-68.24,272.6,0,NA,NA,NA,0.137347,34.7297,35.7887,0.137675,0.144798,0.14569,0.139854,0.146849,0.148836,0.155342,0.198908,0.252977,0.424953,0.410106,0.458015,0.428067,0.331875,0.235021,0.223865,0.156914,0.183023,0.107595,0.09871989,0.07138007,0.04173147
